Country,Year,Language,geo_point,Country Code,Debt,Account Balance,Corruption,Foreign_Investment,GDP,Inflation,Ethnicity,Religion,Unemployement,Natural Resources,Infant Mortality
Lao PDR,2018,0.6382,POINT(103.378253 20.017111),LAO,90.18186989,-7.966970547,29,7.350036181,4.61588222,2.040128953,0.5139,0.5453,0.609000027,10.18649863,37.6
Lao PDR,2019,0.6382,POINT(103.378253 20.017111),LAO,90.18186989,-7.966970547,29,7.350036181,4.61588222,2.040128953,0.5139,0.5453,0.574000001,10.18649863,37.6
Guatemala,2018,0.4586,POINT(-89.898809 15.635609),GTM,28.96798216,0.8475608,27,1.340165686,1.154413801,3.751861867,0.5122,0.3753,2.726999998,2.029228413,22.1
Guatemala,2019,0.4586,POINT(-89.898809 15.635609),GTM,28.96798216,0.8475608,27,1.340165686,1.154413801,3.751861867,0.5122,0.3753,2.746000051,2.029228413,22.1
Tajikistan,2018,0.5473,POINT(70.815654 38.628173),TJK,67.65100804,-5.030940817,25,2.93584693,4.699464341,6.004580823,0.5107,0.3386,10.92199993,5.688128914,30.4
Tajikistan,2019,0.5473,POINT(70.815654 38.628173),TJK,67.65100804,-5.030940817,25,2.93584693,4.699464341,6.004580823,0.5107,0.3386,11.08199978,5.688128914,30.4
Estonia,2018,0.4944,POINT(25.331908 58.752378),EST,9.74,1.992677424,73,3.84026541,4.483568571,3.436326884,0.5062,0.4985,5.507999897,1.045031311,2.1
Estonia,2019,0.4944,POINT(25.331908 58.752378),EST,9.74,2.212566,73,3.84026541,4.483568571,3.436326884,0.5062,0.4985,5.881999969,1.045031311,2.1
Myanmar,2018,0.5072,POINT(95.999965 17.17505),MMR,21.54803969,-3.00100682,29,1.813100843,5.555804238,1.467583227,0.5062,0.1974,1.56400001,7.138884416,36.8
Myanmar,2019,0.5072,POINT(95.999965 17.17505),MMR,21.54803969,-3.00100682,29,1.813100843,5.555804238,1.467583227,0.5062,0.1974,1.575000048,7.138884416,36.8
North Macedonia,2018,0.5021,POINT(21.716839 41.617121),MKD,72.02687522,-0.202021245,37,5.119363288,2.617176945,1.458312985,0.5023,0.5899,21.55200005,1.914228325,8.7
North Macedonia,2019,0.5021,POINT(21.716839 41.617121),MKD,72.02687522,-0.202021245,37,5.119363288,2.617176945,1.458312985,0.5023,0.5899,21.58099937,1.914228325,8.7
Bahrain,2018,0.4344,POINT(50.534461 26.155125),BHR,61.86,-6.449853691,36,0.294520302,-3.110625106,2.084812496,0.5021,0.5528,0.962000012,3.515112802,6.1
Bahrain,2019,0.4344,POINT(50.534461 26.155125),BHR,61.86,-6.449853691,36,0.294520302,-3.110625106,2.084812496,0.5021,0.5528,0.967999995,3.515112802,6.1
"Venezuela, RB",2018,0.0686,POINT(-66.110932 8.001871),VEN,41.5,1.0197792,18,0.235301767,-18.1731061,254.9485348,0.4966,0.135,8.364999771,11.81655724,21.4
"Venezuela, RB",2019,0.0686,POINT(-66.110932 8.001871),VEN,41.5,1.0197792,18,0.235301767,-18.1731061,254.9485348,0.4966,0.135,9.079000473,11.81655724,21.4
Georgia,2018,0.4749,POINT(44.028738 41.680971),GEO,110.6336367,-6.777087229,58,6.924297303,4.715845403,,0.4923,0.6543,14.10599995,1.080412794,8.7
Georgia,2019,0.4749,POINT(44.028738 41.680971),GEO,110.6336367,-6.777087229,58,6.924297303,4.715845403,,0.4923,0.6543,14.24600029,1.080412794,8.7
United States,2018,0.5647,POINT(-100.445882 39.78373),USA,105.15,-2.389908449,71,1.257718459,2.291729492,2.442583297,0.4901,0.8241,3.933000088,0.473108552,5.6
United States,2019,0.5647,POINT(-100.445882 39.78373),USA,105.15,-2.325793,71,1.257718459,2.291729492,2.442583297,0.4901,0.8241,3.868999958,0.473108552,5.6
Nicaragua,2018,0.0473,POINT(-84.870031 12.372493),NIC,90.70408932,0.632725858,25,2.738254558,-5.015965544,4.94723728,0.4844,0.429,4.479000092,3.455729698,15.7
Nicaragua,2019,0.0473,POINT(-84.870031 12.372493),NIC,90.70408932,0.632725858,25,2.738254558,-5.015965544,4.94723728,0.4844,0.429,4.869999886,3.455729698,15.7
Morocco,2018,0.4683,POINT(-7.336604 31.172819),MAR,42.2367444,-5.46529108,43,3.074940382,1.648630514,1.912959405,0.4841,0.0035,9.039999962,1.62830582,19.2
Morocco,2019,0.4683,POINT(-7.336604 31.172819),MAR,42.2367444,-5.46529108,43,3.074940382,1.648630514,1.912959405,0.4841,0.0035,9.027999878,1.62830582,19.2
Ukraine,2018,0.4741,POINT(31.271832 49.487197),UKR,89.62760585,-3.337858859,32,1.892497947,3.862732572,10.95185594,0.4737,0.6157,9.380999565,3.999670885,7.5
Ukraine,2019,0.4741,POINT(31.271832 49.487197),UKR,89.62760585,-3.337858859,32,1.892497947,3.862732572,10.95185594,0.4737,0.6157,9.312000275,3.999670885,7.5
Mauritius,2018,0.4547,POINT(57.570357 -20.275945),MUS,71.77360123,-5.733496969,51,2.61258141,3.717228566,3.216053831,0.4634,0.6385,6.867000103,0.003373145,13.6
Mauritius,2019,0.4547,POINT(57.570357 -20.275945),MUS,71.77360123,-5.733496969,51,2.61258141,3.717228566,3.216053831,0.4634,0.6385,6.868999958,0.003373145,13.6
Oman,2018,0.3567,POINT(57.00369 21.000029),OMN,14.88,-5.482981671,52,8.00015747,-1.682101824,0.881302104,0.4373,0.4322,3.112999916,23.48769133,9.8
Oman,2019,0.3567,POINT(57.00369 21.000029),OMN,14.88,-5.482981671,52,8.00015747,-1.682101824,0.881302104,0.4373,0.4322,3.084000111,23.48769133,9.8
Palau,2018,0.3157,,PLW,,-18.09055413,,7.570558485,1.143233089,1.280462619,0.4312,0.7147,1.356899977,0,16.6
Palau,2019,0.3157,,PLW,,-18.09055413,,7.570558485,1.143233089,1.280462619,0.4312,0.7147,1.356899977,0,16.6
Dominican Republic,2018,0.0395,POINT(-69.897779 18.475606),DOM,43.77474033,-1.35537924,30,3.207863336,5.834559566,3.56443426,0.4294,0.3118,5.828999996,2.525045187,24.1
Dominican Republic,2019,0.0395,POINT(-69.897779 18.475606),DOM,43.77474033,-1.35537924,30,3.207863336,5.834559566,3.56443426,0.4294,0.3118,5.828000069,2.525045187,24.1
"Bahamas, The",2018,0.1855,POINT(-78.000055 24.773655),BHS,63.58,-12.11483235,65,3.955126478,0.544150189,2.265863467,0.4228,0.6815,11.85000038,0.01507732,8.3
"Bahamas, The",2019,0.1855,POINT(-78.000055 24.773655),BHS,63.58,-12.11483235,65,3.955126478,0.544150189,2.265863467,0.4228,0.6815,11.50199986,0.01507732,8.3
India,2018,0.8069,POINT(78.667743 22.351115),IND,19.32065221,-2.4128687,41,1.549157738,5.709116885,4.860699467,0.4182,0.326,2.551000118,2.142972297,29.9
India,2019,0.8069,POINT(78.667743 22.351115),IND,19.32065221,-2.4128687,41,1.549157738,5.709116885,4.860699467,0.4182,0.326,2.551000118,2.142972297,29.9
Cabo Verde,2018,0,POINT(-23.610253 15.045452),CPV,89.29505224,-4.781391492,57,5.46202519,3.865935847,1.256995667,0.4174,0.0766,12.27600002,0.746739863,16.7
Cabo Verde,2019,0,POINT(-23.610253 15.045452),CPV,89.29505224,-4.781391492,57,5.46202519,3.865935847,1.256995667,0.4174,0.0766,12.30300045,0.746739863,16.7
Spain,2018,0.4132,POINT(-4.003104 40.002803),ESP,99.26,1.924300517,58,3.458269986,2.065112042,1.675067615,0.4165,0.4514,15.48700047,0.101134063,2.5
Spain,2019,0.4132,POINT(-4.003104 40.002803),ESP,99.26,1.924300517,58,3.458269986,2.065112042,1.675067615,0.4165,0.4514,14.69999981,0.101134063,2.5
Sri Lanka,2018,0.4645,POINT(80.703825 7.878),LKA,60.8467619,-3.164968595,38,1.811619808,2.132746096,2.135037737,0.415,0.4853,4.399000168,0.137962671,6.4
Sri Lanka,2019,0.4645,POINT(80.703825 7.878),LKA,60.8467619,-3.164968595,38,1.811619808,2.132746096,2.135037737,0.415,0.4853,4.322999954,0.137962671,6.4
Jamaica,2018,0.1098,POINT(-77.394769 18.185051),JAM,108.0095718,-1.830068727,44,4.92952207,1.454524928,3.738723914,0.4129,0.616,9.444999695,1.212481097,12.4
Jamaica,2019,0.1098,POINT(-77.394769 18.185051),JAM,108.0095718,-1.830068727,44,4.92952207,1.454524928,3.738723914,0.4129,0.616,9.524000168,1.212481097,12.4
Uzbekistan,2018,0.412,POINT(63.95281 41.32373),UZB,33.88852912,-7.116644048,23,1.237036984,3.314122563,,0.4125,0.2133,5.22300005,14.69499926,19.1
Uzbekistan,2019,0.412,POINT(63.95281 41.32373),UZB,33.88852912,-7.116644048,23,1.237036984,3.314122563,,0.4125,0.2133,5.499000072,14.69499926,19.1
Botswana,2018,0.411,POINT(24.592874 -23.168178),BWA,9.715432383,1.854694875,61,1.228610113,2.183074073,3.238015589,0.4102,0.5986,17.94099998,1.041649185,30
Botswana,2019,0.411,POINT(24.592874 -23.168178),BWA,9.715432383,1.854694875,61,1.228610113,2.183074073,3.238015589,0.4102,0.5986,18.19199944,1.041649185,30
Bulgaria,2018,0.3031,POINT(25.485662 42.607398),BGR,60.28851748,5.361679365,42,1.87705298,3.840315458,2.811868406,0.4021,0.5965,5.261000156,1.425731175,5.9
Bulgaria,2019,0.3031,POINT(25.485662 42.607398),BGR,60.28851748,5.361679365,42,1.87705298,3.840315458,2.811868406,0.4021,0.5965,4.818999767,1.425731175,5.9
New Zealand,2018,0.1657,POINT(172.834408 -41.500083),NZL,29.95,-3.761727781,87,1.038851976,0.846632297,1.598297038,0.3969,0.811,4.521999836,1.044214669,4.7
New Zealand,2019,0.1657,POINT(172.834408 -41.500083),NZL,29.95,-2.958519,87,1.038851976,0.846632297,1.598297038,0.3969,0.811,4.80700016,1.044214669,4.7
Turkmenistan,2018,0.3984,POINT(59.392461 39.376381),TKM,2.323852836,,20,4.870194653,4.507616162,,0.3918,0.2327,3.782999992,17.41530865,39.3
Turkmenistan,2019,0.3984,POINT(59.392461 39.376381),TKM,2.323852836,,20,4.870194653,4.507616162,,0.3918,0.2327,3.851000071,17.41530865,39.3
Zimbabwe,2018,0.4472,POINT(29.746841 -18.455496),ZWE,39.80752454,-1.349278006,22,2.402015232,4.672029259,0.90973329,0.3874,0.7363,4.914999962,7.026877941,33.9
Zimbabwe,2019,0.4472,POINT(29.746841 -18.455496),ZWE,39.80752454,-1.349278006,22,2.402015232,4.672029259,0.90973329,0.3874,0.7363,4.897999763,7.026877941,33.9
Singapore,2018,0.3835,POINT(103.852036 1.290475),SGP,104.68,17.86926818,85,22.52864953,2.656150008,0.438518618,0.3857,0.6561,3.767999887,4.29E-04,2.3
Singapore,2019,0.3835,POINT(103.852036 1.290475),SGP,104.68,17.86926818,85,22.52864953,2.656150008,0.438518618,0.3857,0.6561,3.624000072,4.29E-04,2.3
Croatia,2018,0.0763,POINT(17.011895 45.564344),HRV,86.67,2.392972871,48,2.106486931,3.512460717,1.50012501,0.369,0.4447,8.850000381,0.668775095,4
Croatia,2019,0.0763,POINT(17.011895 45.564344),HRV,86.67,2.392972871,48,2.106486931,3.512460717,1.50012501,0.369,0.4447,7.769000053,0.668775095,4
Iraq,2018,0.3694,POINT(44.174978 33.095579),IRQ,61.4,15.32792443,18,-2.178630578,-2.841642694,0.367441489,0.3689,0.4844,7.927999973,37.97833752,22.5
Iraq,2019,0.3694,POINT(44.174978 33.095579),IRQ,61.4,15.32792443,18,-2.178630578,-2.841642694,0.367441489,0.3689,0.4844,7.90500021,37.97833752,22.5
Mongolia,2018,0.3734,POINT(103.849974 46.825039),MNG,253.8721121,-14.55991457,37,14.9350705,5.317252546,6.800038879,0.3682,0.0799,6.320000172,40.52481302,14
Mongolia,2019,0.3734,POINT(103.849974 46.825039),MNG,253.8721121,-14.55991457,37,14.9350705,5.317252546,6.800038879,0.3682,0.0799,6.346000195,40.52481302,14
Equatorial Guinea,2018,0.322,POINT(10.517036 1.613172),GNQ,13.98,-147.9973038,16,2.947239815,-9.497352683,1.060074107,0.3467,0.1195,9.161999702,24.2512288,62.6
Equatorial Guinea,2019,0.322,POINT(10.517036 1.613172),GNQ,13.98,-147.9973038,16,2.947239815,-9.497352683,1.060074107,0.3467,0.1195,9.211999893,24.2512288,62.6
Israel,2018,0.5525,POINT(35.00152 30.876027),ISR,64.08,2.503184283,61,5.60962613,1.468194483,0.814852151,0.3436,0.3469,3.950000048,0.141124184,3
Israel,2019,0.5525,POINT(35.00152 30.876027),ISR,64.08,3.474514,61,5.60962613,1.468194483,0.814852151,0.3436,0.3469,3.930999994,0.141124184,3
Algeria,2018,0.4427,POINT(2.999983 28.000027),DZA,3.216267375,-13.17801315,35,0.866905291,-0.615183264,4.269990205,0.3394,0.0091,12.14500046,14.70616308,20.1
Algeria,2019,0.4427,POINT(2.999983 28.000027),DZA,3.216267375,-13.17801315,35,0.866905291,-0.615183264,4.269990205,0.3394,0.0091,12.34899998,14.70616308,20.1
Rwanda,2018,0,POINT(30.064436 -1.964663),RWA,58.04334266,-7.854775884,56,3.213059963,5.772764955,-0.312727199,0.3238,0.5066,0.971000016,5.899483398,27
Rwanda,2019,0,POINT(30.064436 -1.964663),RWA,58.04334266,-7.854775884,56,3.213059963,5.772764955,-0.312727199,0.3238,0.5066,0.991999984,5.899483398,27
